loan_id,application_date,loan_amount,interest_rate,term_months,loan_status,customer_income,customer_credit_score,employment_length
1803,2029-08-05,29536.79,16.53,24,Approved,104679.81,433,1-3 years
1804,2033-01-21,23042.05,23.92,60,Pending,38767.39,477,5-10 years
1805,2032-01-05,26141.76,10.8,12,Approved,97342.19,819,5-10 years
1806,2034-01-16,869.43,5.83,36,Approved,37084.03,838,5-10 years
1807,2024-12-04,21422.99,14.39,12,Rejected,72160.74,2000,<1 year
1808,2024-07-28,36044.37,5.34,24,Approved,93965.21,350,>10 years
1809,2031-11-07,499733.0,24.34,12,Pending,92654.54,742,<1 year
1810,2036-02-05,36744.85,4.33,48,Defaulted,35479.55,580,<1 year
1811,2030-03-17,12034.44,19.7,48,Approved,24476.68,343,5-10 years
1812,2033-06-25,,14.79,36,Approved,123770.46,664,1-3 years
1813,2031-11-05,29627.35,11.43,60,Approved,114369.92,568,3-5 years
1814,2024-05-03,10932.77,4.92,12,Approved,30636.46,592,1-3 years
1815,2026-09-09,12217.66,16.88,48,Approved,36564.02,493,1-3 years
1816,2033-01-29,31587.51,16.08,60,Approved,136035.89,670,1-3 years
1817,2031-09-09,41582.01,9.54,48,Approved,119986.76,377,1-3 years
1818,2035-07-26,21073.58,23.07,60,Approved,149500.84,488,<1 year
1819,2027-07-26,13285.87,10.04,60,Rejected,53018.37,689,5-10 years
1820,2027-06-26,43417.07,13.17,48,Rejected,83414.39,324,5-10 years
1821,2034-04-07,33628.78,15.19,24,Rejected,50739.74,601,1-3 years
1822,2032-09-23,22680.23,5.65,60,Pending,100964.02,657,3-5 years
1823,2025-09-27,24651.06,23.54,12,Approved,35003.85,393,>10 years
1824,2025-04-30,499733.0,11.55,48,Rejected,36541.61,635,1-3 years
1825,2026-10-20,31526.73,5.24,24,Approved,29345.43,463,1-3 years
1826,2033-03-01,,11.83,48,Approved,110166.19,640,3-5 years
1827,2026-09-29,49784.44,16.4,36,Rejected,84229.44,371,<1 year
1828,2025-04-01,24269.08,14.54,12,Approved,100305.06,341,1-3 years
1829,2024-03-30,24551.34,18.43,36,Approved,134309.14,710,3-5 years
1830,2027-06-13,499733.0,4.69,60,Rejected,116242.7,320,<1 year
1831,2030-08-04,45879.42,9.62,60,Defaulted,80023.98,300,<1 year
1832,2033-03-15,40140.5,21.11,36,Approved,147966.28,375,1-3 years
1833,2031-08-14,22830.94,5.22,36,Approved,79313.29,697,<1 year
1834,2034-03-13,36075.61,21.89,60,Pending,34618.59,387,1-3 years
1835,2036-02-28,29518.66,5.48,24,Rejected,149045.12,316,1-3 years
1836,2028-12-30,,21.44,12,Approved,22966.69,628,5-10 years
1837,2025-07-05,10019.63,11.26,48,Pending,91484.86,509,>10 years
1838,2033-11-30,23464.85,16.66,36,Defaulted,60182.41,682,>10 years
1839,2030-11-15,12668.02,6.79,12,Approved,85461.78,445,5-10 years
1840,2026-12-11,45784.69,4.92,48,Defaulted,92632.68,752,1-3 years
1841,2035-01-18,17102.64,8.14,48,Defaulted,51212.47,692,3-5 years
1842,2025-01-05,47637.07,6.25,36,Approved,92391.64,609,<1 year
1843,2032-10-08,26886.24,10.22,24,Rejected,118287.94,791,5-10 years
1844,2032-02-21,31761.45,14.56,24,Approved,54646.28,729,5-10 years
1845,2031-04-04,27375.55,16.16,12,Rejected,69845.4,300,5-10 years
1846,2030-11-29,6904.34,20.48,12,Rejected,54871.55,340,5-10 years
1847,2025-08-19,19103.15,17.61,60,Approved,126672.77,511,>10 years
1848,2031-03-09,5407.73,16.59,24,Rejected,114247.69,632,1-3 years
1849,2033-07-15,31336.23,12.35,12,Rejected,133255.54,745,5-10 years
1850,2025-10-23,22620.27,13.69,60,Approved,42106.49,603,5-10 years
1851,2033-08-01,499733.0,12.41,48,Approved,29565.35,453,5-10 years
1852,2030-11-03,11413.29,21.61,12,Approved,35519.86,822,3-5 years
1853,2029-11-06,8646.02,8.45,60,Pending,40932.38,324,3-5 years
1854,2028-05-01,20613.45,3.62,24,Defaulted,89300.75,324,<1 year
1855,2026-03-23,46365.98,17.5,48,Rejected,146218.57,405,1-3 years
1856,2036-01-13,35665.88,7.85,12,Approved,66440.6,418,5-10 years
1857,2023-01-12,21236.72,22.64,24,Pending,144606.08,407,<1 year
1858,2035-01-17,499733.0,21.97,48,Approved,24966.1,629,<1 year
1859,2032-03-18,4668.54,5.15,36,Approved,140493.39,479,1-3 years
1860,2031-04-11,49236.51,5.79,24,Approved,43549.84,430,3-5 years
1861,2032-03-25,33487.16,14.15,36,Approved,138621.75,467,1-3 years
1862,2030-10-01,14627.5,16.6,12,Pending,27309.57,522,<1 year
1863,2023-02-12,29497.52,9.41,60,Defaulted,143268.53,768,1-3 years
1864,2025-08-01,5919.38,18.91,12,Pending,46103.77,577,3-5 years
1865,2029-07-18,48308.92,16.29,24,Pending,59352.83,489,<1 year
1866,2029-12-20,9151.86,10.48,36,Approved,83822.5,830,1-3 years
1867,2029-08-08,32577.5,04.05,36,Defaulted,69493.71,825,5-10 years
1868,2036-08-26,12650.0,19.63,48,Rejected,106778.64,489,5-10 years
1869,2025-10-01,36019.29,8.12,12,Rejected,146725.01,517,1-3 years
1870,2023-01-21,38952.66,21.44,12,Approved,98835.44,598,1-3 years
1871,2024-02-11,33834.28,12.54,24,Pending,113793.1,610,3-5 years
1872,2025-10-11,30917.72,15.91,36,Pending,31440.68,535,<1 year
1873,2035-02-18,44677.22,,24,Approved,101615.62,467,1-3 years
1874,2028-01-13,,22.07,24,Pending,79000.47,492,<1 year
1875,2031-09-24,,11.49,36,Defaulted,135151.71,541,5-10 years
1876,2024-12-15,12790.23,7.99,24,Approved,70467.44,461,<1 year
1877,2034-05-09,49406.69,20.17,36,Approved,108329.04,638,>10 years
1878,2033-07-21,19774.79,12.81,24,Rejected,49659.98,754,3-5 years
1879,2035-02-06,36764.33,7.63,60,Approved,53718.43,434,3-5 years
1880,2036-05-16,34393.9,22.95,24,Pending,68895.92,492,<1 year
1881,2023-05-21,10998.02,7.76,24,Pending,-59528.26,701,3-5 years
1882,2035-07-02,12330.39,04.05,60,Approved,-53004.25,691,<1 year
1883,2036-05-14,14423.59,3.94,12,Rejected,26456.93,341,<1 year
1884,2025-08-21,20850.8,16.88,36,Pending,128777.02,392,5-10 years
1885,2024-01-08,12099.09,17.73,48,Rejected,28359.2,514,<1 year
1886,2032-12-14,,10.19,60,Rejected,135357.52,648,3-5 years
1887,2029-12-16,44029.96,,12,Rejected,36310.5,812,>10 years
1888,2032-11-19,48297.69,10.8,24,Approved,28484.03,634,1-3 years
1889,2027-08-20,,18.12,12,Approved,93190.62,698,3-5 years
1890,2023-04-16,17256.09,4.75,60,Approved,85317.43,463,>10 years
1891,2027-08-09,851.04,23.48,24,Approved,83860.49,405,3-5 years
1892,2034-03-21,34172.41,8.28,12,Rejected,94685.56,531,>10 years
1893,2033-12-30,41359.27,24.99,48,Approved,57317.36,832,3-5 years
1894,2030-03-21,7757.11,7.19,36,Rejected,106183.41,476,1-3 years
1895,2028-11-07,8403.48,20.09,36,Approved,85312.29,593,5-10 years
1896,2032-05-09,39609.12,8.3,60,Approved,63516.65,564,5-10 years
1897,2035-03-04,31006.39,5.24,24,Rejected,127445.09,819,1-3 years
1898,2032-08-31,2720.6,22.31,24,Approved,114603.74,569,3-5 years
1899,2026-07-10,31316.08,21.96,36,Rejected,71169.34,511,>10 years
1900,2031-09-15,15791.43,12.18,12,Approved,130190.31,462,<1 year
1901,2033-01-02,18751.9,18.6,24,Defaulted,139633.57,352,3-5 years
1902,2029-06-17,38601.71,15.48,48,Pending,89792.61,532,1-3 years
1903,2024-03-20,40641.29,21.84,48,Rejected,47943.82,737,5-10 years
1904,2023-02-05,20317.65,10.27,24,Approved,139052.98,817,5-10 years
1905,2027-01-15,47384.07,,24,Approved,-44632.35,343,3-5 years
1906,2033-11-01,20619.9,13.94,36,Defaulted,26295.02,815,>10 years
1907,2027-12-04,38705.88,11.11,60,Rejected,62573.31,391,1-3 years
1908,2028-01-20,24451.92,22.67,36,Approved,114505.62,737,1-3 years
1909,2026-11-09,44927.85,07.07,60,Approved,140025.63,636,>10 years
1910,2027-09-05,45434.18,6.71,48,Approved,102847.13,593,>10 years
1911,2031-01-17,4827.13,15.9,60,Approved,143739.01,563,3-5 years
1912,2026-07-24,46856.42,17.64,36,Rejected,32008.21,404,3-5 years
1913,2026-05-28,,7.68,24,Approved,27897.98,523,5-10 years
1914,2033-11-20,39669.88,11.9,60,Approved,98544.95,718,5-10 years
1915,2031-06-25,10445.11,23.85,36,Pending,145595.12,414,>10 years
1916,2035-08-22,40353.4,8.8,48,Approved,85353.77,534,<1 year
1917,2023-01-10,,17.87,60,Rejected,26696.98,573,<1 year
1918,2029-08-22,14812.94,19.41,48,Defaulted,48758.43,529,<1 year
1919,2027-07-19,47636.87,13.13,48,Approved,51823.08,333,1-3 years
1920,2030-03-16,2968.08,23.66,12,Rejected,63921.43,687,3-5 years
1921,2036-03-08,7920.51,19.34,60,Approved,25668.44,800,>10 years
1922,2025-12-08,27110.27,13.35,36,Approved,137636.05,761,5-10 years
1923,2031-10-31,29001.73,15.74,60,Approved,87023.31,748,<1 year
1924,2036-07-25,32434.93,18.39,60,Approved,107221.0,513,5-10 years
1925,2026-08-09,1339.97,16.23,48,Approved,-28732.47,345,3-5 years
1926,2034-05-08,48038.16,22.39,48,Approved,27035.01,704,>10 years
1927,2033-01-31,2707.11,11.17,48,Rejected,96240.81,632,<1 year
1928,2031-12-18,7581.57,9.95,48,Rejected,135348.48,539,<1 year
1929,2023-05-26,1193.72,8.1,36,Defaulted,88702.66,553,>10 years
1930,2031-04-29,28559.49,4.31,24,Pending,134116.49,527,5-10 years
1931,2027-01-02,46647.21,4.42,12,Approved,125428.87,465,3-5 years
1932,2035-10-21,33464.38,22.21,48,Approved,29860.99,810,3-5 years
1933,2027-05-04,41221.54,18.09,48,Approved,46254.47,689,3-5 years
1934,2024-04-27,1157.42,17.7,12,Approved,105502.39,722,5-10 years
1935,2031-09-15,27329.76,16.71,48,Pending,77655.18,710,5-10 years
1936,2026-06-03,23248.37,21.76,24,Pending,57790.98,746,<1 year
1937,2036-01-21,25198.91,13.83,60,Approved,74422.4,702,5-10 years
1938,2024-09-22,4074.55,22.21,12,Approved,77875.95,396,1-3 years
1939,2024-10-23,34379.55,11.23,36,Approved,138371.79,678,>10 years
1940,2032-08-04,25409.41,23.42,12,Approved,33449.58,485,5-10 years
1941,2030-10-23,38374.87,18.52,24,Approved,56365.0,543,3-5 years
1942,2029-10-02,24521.89,09.03,36,Rejected,89883.43,802,5-10 years
1943,2025-09-14,7894.39,15.63,60,Approved,110777.3,587,<1 year
1944,2027-03-27,32588.72,14.96,48,Rejected,101982.85,668,>10 years
1945,2024-10-11,9033.12,6.46,12,Approved,142413.56,364,>10 years
1946,2025-08-26,43683.53,16.21,36,Approved,123429.16,461,3-5 years
1947,2030-03-22,30849.25,10.27,12,Rejected,92419.99,717,>10 years
1948,2026-01-05,8281.59,4.63,60,Pending,47908.75,780,1-3 years
1949,2024-03-16,48135.73,23.9,12,Approved,78613.65,568,>10 years
1950,2025-02-08,26159.09,17.29,36,Rejected,110139.69,489,3-5 years
1951,2026-09-05,4108.47,22.35,24,Approved,128935.08,705,>10 years
1952,2034-12-07,31528.23,18.04,36,Approved,144765.71,788,5-10 years
1953,2033-03-18,13033.35,11.18,12,Rejected,98708.86,611,<1 year
1954,2033-09-11,40282.83,14.52,60,Rejected,88499.52,393,5-10 years
1955,2027-04-27,40982.19,18.03,48,Approved,22299.95,689,1-3 years
1956,2033-12-22,48957.89,24.15,48,Approved,29372.88,846,1-3 years
1957,2032-03-05,25342.54,8.95,60,Rejected,40293.65,710,<1 year
1958,2036-02-17,23020.37,22.31,12,Approved,27118.79,511,<1 year
1959,2029-06-07,37797.04,23.37,60,Approved,72112.22,668,<1 year
1960,2032-11-11,7057.3,17.91,12,Pending,63794.21,467,<1 year
1961,2026-05-26,27572.32,23.52,36,Defaulted,102856.04,313,>10 years
1962,2026-01-30,27539.26,,24,Approved,89636.46,506,5-10 years
1963,2030-02-14,4928.92,23.99,12,Rejected,97476.2,342,1-3 years
1964,2026-04-05,21190.21,18.61,48,Pending,81357.04,741,>10 years
1965,2034-04-24,42737.6,4.4,48,Approved,56105.83,814,<1 year
1966,2036-04-01,42879.6,23.0,24,Rejected,143867.29,694,3-5 years
1967,2035-03-07,5412.26,13.92,12,Defaulted,31233.19,537,3-5 years
1968,2023-03-14,4990.68,13.4,24,Approved,142055.83,830,5-10 years
1969,2028-03-29,13503.43,15.68,36,Approved,60460.95,703,1-3 years
1970,2029-10-08,43800.92,6.71,24,Defaulted,86645.99,513,1-3 years
1971,2031-05-05,6880.68,13.59,36,Pending,34149.5,673,5-10 years
1972,2024-12-08,36139.84,21.37,48,Approved,29221.04,431,<1 year
1973,2027-12-10,5507.7,3.83,36,Pending,75840.91,308,<1 year
1974,2033-03-02,31345.32,9.37,12,Rejected,-116420.66,452,1-3 years
1975,2030-01-08,18125.33,3.55,12,Rejected,55017.42,730,1-3 years
1976,2029-10-11,39551.24,12.44,12,Defaulted,93105.23,782,1-3 years
1977,2032-11-19,499733.0,19.16,12,Approved,56224.54,604,<1 year
1978,2034-08-26,32140.49,20.67,60,Approved,70519.7,583,3-5 years
1979,2030-09-24,12166.29,23.82,36,Pending,137838.02,771,5-10 years
1980,2027-10-02,35826.18,16.58,12,Approved,131259.15,489,5-10 years
1981,2027-05-05,43747.06,8.97,24,Pending,87082.28,827,>10 years
1982,2023-03-08,6776.69,23.37,24,Approved,50953.73,811,>10 years
1983,2031-05-20,43396.49,20.17,60,Approved,45113.91,642,3-5 years
1984,2029-08-25,29881.98,15.85,36,Approved,144031.36,729,1-3 years
1985,2034-05-16,6791.97,18.46,36,Pending,46353.16,333,3-5 years
1986,2023-12-08,21663.32,23.37,36,Rejected,125061.88,770,>10 years
1987,2030-08-06,8462.58,18.82,60,Approved,67966.13,693,>10 years
1988,2030-09-18,35167.22,11.42,36,Approved,148135.78,794,5-10 years
1989,2030-04-15,38063.97,18.83,36,Approved,67860.25,812,3-5 years
1990,2026-05-17,5736.93,4.37,12,Rejected,65697.16,621,<1 year
1991,2033-08-10,25553.92,11.81,36,Approved,102870.27,414,>10 years
1992,2029-07-29,40823.94,12.24,12,Pending,144997.18,513,5-10 years
1993,2027-02-03,46840.07,07.09,12,Pending,146907.25,444,1-3 years
1994,2034-07-13,25919.13,4.0,36,Approved,111936.8,477,3-5 years
1995,2024-10-23,47538.82,6.37,24,Rejected,118098.83,659,>10 years
1996,2033-08-19,27016.6,17.57,48,Approved,93242.28,584,<1 year
1997,2032-11-28,20012.43,20.75,24,Pending,118250.85,544,>10 years
1998,2028-02-12,42486.05,24.75,36,Approved,131771.36,505,<1 year
1999,2029-05-23,24902.64,10.95,36,Approved,83192.39,641,3-5 years
2000,2032-03-28,23859.17,16.39,24,Pending,100582.09,659,<1 year
2001,2025-10-13,24770.47,23.65,36,Approved,89851.17,798,<1 year
2002,2035-01-24,42415.86,07.09,12,Rejected,93121.18,440,5-10 years
2003,2023-07-27,41681.11,18.93,60,Rejected,135706.23,521,3-5 years
2004,2030-04-19,20474.24,19.73,36,Rejected,66230.19,688,>10 years
2005,2029-10-29,16998.34,5.41,36,Approved,47063.92,629,1-3 years
2006,2024-09-24,24850.44,22.02,24,Pending,79316.41,692,3-5 years
2007,2028-10-03,28852.24,20.98,12,Pending,47051.07,657,3-5 years
2008,2031-02-07,12297.69,4.22,24,Approved,84792.06,693,1-3 years
2009,2031-06-11,39800.78,,24,Pending,137456.05,339,>10 years
2010,2036-01-05,24580.9,4.56,36,Defaulted,100266.36,572,5-10 years
2011,2028-04-15,17035.25,10.7,12,Approved,131206.27,719,>10 years
2012,2033-03-08,5787.64,14.45,36,Defaulted,41604.82,369,1-3 years
2013,2030-01-06,12322.84,14.95,36,Approved,137113.57,757,>10 years
2014,2027-08-07,47489.42,9.25,36,Approved,98232.33,533,3-5 years
2015,2023-08-25,15602.43,23.1,36,Approved,24128.77,496,5-10 years
2016,2035-03-02,8858.53,11.42,60,Pending,102305.46,808,<1 year
2017,2035-12-09,23303.3,4.48,48,Approved,-143681.6,835,>10 years
2018,2027-03-21,15700.84,9.95,12,Rejected,30291.71,446,<1 year
2019,2033-10-18,2240.38,14.92,60,Rejected,95719.3,758,5-10 years
2020,2023-12-30,16495.69,12.28,48,Pending,139012.22,366,<1 year
2021,2029-06-26,27433.38,9.39,48,Approved,21260.37,329,>10 years
2022,2023-10-13,27809.76,6.32,48,Defaulted,102018.68,406,1-3 years
2023,2023-05-29,18149.67,21.11,60,Rejected,81737.3,689,3-5 years
2024,2034-01-20,22641.49,24.92,12,Approved,65108.61,705,3-5 years
2025,2035-06-18,48293.14,10.59,24,Rejected,101579.74,420,<1 year
2026,2027-11-02,19178.75,11.7,48,Pending,26851.27,310,3-5 years
2027,2036-05-27,13282.23,16.79,24,Pending,117898.2,646,3-5 years
2028,2025-10-09,12551.62,18.95,24,Approved,20582.33,552,1-3 years
2029,2030-10-02,23159.35,11.93,36,Approved,59901.65,418,<1 year
2030,2029-11-12,,22.96,24,Approved,85514.62,819,1-3 years
2031,2027-03-04,10696.42,15.54,36,Approved,69012.89,514,1-3 years
2032,2030-08-17,35610.16,13.18,12,Pending,59971.87,379,5-10 years
2033,2029-12-31,1546.92,17.4,12,Defaulted,128008.57,718,<1 year
2034,2033-03-14,,23.99,36,Defaulted,141528.23,588,1-3 years
2035,2035-07-13,38905.32,20.58,12,Pending,133582.65,533,>10 years
2036,2027-05-21,17267.28,,48,Pending,87916.07,560,3-5 years
2037,2029-08-05,28404.99,10.64,12,Approved,134941.34,321,<1 year
2038,2023-12-07,10646.47,13.62,36,Pending,139712.0,377,5-10 years
2039,2030-09-18,37228.77,10.26,48,Approved,73200.99,313,1-3 years
2040,2029-11-01,3087.82,18.55,24,Approved,56847.96,447,>10 years
2041,2036-07-01,42700.86,21.26,24,Pending,32774.48,329,3-5 years
2042,2027-09-22,10310.72,19.22,24,Approved,82281.95,737,3-5 years
2043,2027-08-17,43782.7,24.77,36,Approved,143018.6,829,>10 years
2044,2031-12-12,17950.2,9.36,24,Rejected,92917.98,362,<1 year
2045,2035-01-24,36272.84,,12,Approved,106783.07,729,3-5 years
2046,2023-09-19,16301.65,19.98,24,Approved,34674.9,434,3-5 years
2047,2026-12-13,45342.63,11.29,60,Approved,38657.56,456,3-5 years
2048,2024-02-10,6768.54,19.28,60,Approved,80381.52,553,1-3 years
2049,2028-12-30,9336.73,5.74,24,Approved,143664.42,486,1-3 years
2050,2035-02-24,24904.99,20.47,24,Rejected,66902.0,678,3-5 years
2051,2023-09-01,4555.95,14.95,60,Approved,134072.93,626,5-10 years
2052,2035-07-22,10201.02,9.78,24,Rejected,35637.52,498,3-5 years
2053,2034-03-31,499733.0,17.6,48,Approved,100212.24,470,<1 year
2054,2024-07-14,48836.24,17.29,60,Approved,98079.69,614,5-10 years
2055,2034-04-30,19124.84,8.0,36,Pending,131783.72,305,<1 year
2056,2030-06-18,46202.66,4.15,60,Pending,20431.17,555,>10 years
2057,2024-08-16,27468.82,12.82,12,Pending,44691.12,619,>10 years
2058,2028-01-01,13852.25,15.74,48,Defaulted,48559.39,547,1-3 years
2059,2031-11-04,35268.74,22.35,36,Approved,143495.59,303,1-3 years
2060,2032-01-01,33115.64,23.46,24,Approved,39980.18,812,1-3 years
2061,2034-02-25,49461.7,14.87,12,Rejected,-24805.11,805,>10 years
2062,2023-05-14,13619.84,19.71,12,Approved,89479.99,330,<1 year
2063,2031-08-05,33766.95,12.95,48,Approved,88712.6,574,5-10 years
2064,2033-09-24,499733.0,19.54,36,Approved,129726.11,624,1-3 years
2065,2023-03-14,6125.48,7.9,12,Pending,143351.75,476,>10 years
2066,2035-04-22,693.96,11.48,36,Approved,90010.91,586,1-3 years
2067,2034-07-27,49973.3,17.14,36,Approved,140899.24,378,3-5 years
2068,2031-02-26,40212.55,3.89,12,Approved,114270.69,542,5-10 years
2069,2034-12-10,39442.79,19.03,36,Pending,54392.69,800,<1 year
2070,2028-06-08,25731.44,21.46,48,Approved,140694.69,504,1-3 years
2071,2025-03-03,15353.32,12.08,12,Approved,106767.61,759,3-5 years
2072,2034-08-30,7987.58,13.13,48,Pending,73832.47,682,3-5 years
2073,2023-04-05,14591.4,21.8,48,Defaulted,108431.47,632,5-10 years
2074,2026-02-07,19110.58,20.18,36,Pending,72170.67,465,>10 years
2075,2036-06-18,37937.35,9.7,36,Rejected,34843.89,460,>10 years
2076,2023-08-26,27213.26,10.47,12,Approved,113467.24,305,1-3 years
2077,2031-01-25,4335.44,18.1,24,Approved,127131.39,504,1-3 years
2078,2029-12-05,1392.44,15.61,12,Approved,114744.81,831,>10 years
2079,2028-05-14,5565.44,6.99,48,Rejected,49784.91,399,<1 year
2080,2025-11-14,20819.69,10.16,36,Approved,144362.55,344,<1 year
2081,2029-12-04,46693.05,22.85,48,Rejected,23283.09,756,3-5 years
2082,2031-02-12,32051.42,18.3,60,Defaulted,63249.09,526,5-10 years
2083,2025-08-21,40190.38,24.7,60,Approved,53812.02,614,<1 year
2084,2024-06-20,23585.54,19.99,48,Approved,26256.41,351,1-3 years
2085,2034-07-25,18402.47,23.75,24,Approved,72744.86,445,<1 year
2086,2033-01-27,5865.82,8.15,24,Approved,101004.93,580,5-10 years
2087,2034-06-19,43858.68,20.09,12,Approved,134731.87,422,1-3 years
2088,2033-03-13,39266.42,3.93,12,Rejected,148659.66,770,5-10 years
2089,2024-06-26,8821.85,17.92,12,Approved,125051.65,596,>10 years
2090,2025-04-25,25856.9,13.59,36,Approved,-80928.47,811,5-10 years
2091,2032-11-12,24625.05,,24,Approved,114081.58,801,5-10 years
2092,2031-04-25,31442.03,22.04,48,Defaulted,129671.09,501,5-10 years
2093,2029-10-30,47336.25,21.87,60,Pending,80489.94,714,1-3 years
2094,2035-04-13,29198.69,3.98,24,Defaulted,122057.08,721,5-10 years
2095,2030-06-12,27240.75,16.6,24,Defaulted,82744.81,819,5-10 years
2096,2028-02-28,2990.99,11.41,24,Approved,70244.48,372,3-5 years
2097,2034-05-01,3613.92,12.44,12,Approved,88391.81,644,1-3 years
2098,2034-11-28,9773.67,21.39,36,Approved,107861.12,326,5-10 years
2099,2031-10-07,2107.3,10.16,48,Approved,114494.67,468,<1 year
2100,2030-06-03,37295.97,23.78,12,Rejected,66375.71,508,5-10 years
2101,2028-05-07,36304.85,7.36,36,Approved,94271.63,842,<1 year
2102,2035-12-21,7234.78,17.75,24,Approved,138283.21,844,>10 years
2103,2033-07-17,41885.91,17.95,36,Pending,146920.68,609,>10 years
2104,2024-11-20,8161.91,,12,Pending,49542.25,479,1-3 years
2105,2028-05-04,15408.19,10.48,24,Pending,45068.05,737,1-3 years
2106,2024-04-01,12824.36,21.45,12,Approved,107969.13,776,>10 years
2107,2028-10-31,18929.2,19.88,48,Rejected,73908.91,694,1-3 years
2108,2033-11-20,,10.58,24,Pending,23148.9,841,<1 year
2109,2034-08-15,24703.07,14.98,36,Approved,65092.04,356,<1 year
2110,2026-03-25,20666.69,4.83,12,Rejected,124876.82,473,3-5 years
2111,2034-09-25,,7.99,60,Defaulted,123665.5,625,1-3 years
2112,2032-10-05,3268.35,13.95,36,Approved,84309.07,621,1-3 years
2113,2025-06-01,7537.98,5.35,36,Approved,81435.13,1000,3-5 years
2114,2024-02-04,3114.88,21.63,24,Approved,95335.97,534,5-10 years
2115,2024-08-31,31479.14,18.94,36,Approved,48521.57,485,<1 year
2116,2027-06-27,3198.21,23.79,12,Rejected,88385.67,565,5-10 years
